id,LUAD_17T,LUAD_18T,LUAD_19T,LUAD_20T,LUAD_22T,LUAD_23T,LUAD_24T,LUAD_25T,LUAD_26T,LUAD_27T,LUAD_28T,LUAD_29T,LUAD_30T,LUAD_33T,LUAD_34T,LUAD_35T,LUAD_37T,LUAD_38T,LUAD_39T,LUAD_40T,LUAD_41T,LUAD_42T,LUAD_43T,LUAD_44T,LUAD_45T,LUAD_46T,LUAD_47T,LUAD_48T,LUAD_49T,LUAD_50T,LUAD_51T,LUAD_52T,LUAD_53T,LUAD_54T,LUAD_55T,LUAD_56T,LUAD_57T,LUAD_58T,LUAD_60T,LUAD_61T,LUAD_90T,LUAD_91T,LUAD_17N,LUAD_18N,LUAD_19N,LUAD_20N,LUAD_22N,LUAD_23N,LUAD_24N,LUAD_25N,LUAD_26N,LUAD_27N,LUAD_28N,LUAD_29N,LUAD_30N,LUAD_33N,LUAD_34N,LUAD_35N,LUAD_37N,LUAD_38N,LUAD_39N,LUAD_40N,LUAD_41N,LUAD_42N,LUAD_44N,LUAD_45N,LUAD_46N,LUAD_47N,LUAD_48N,LUAD_49N,LUAD_50N,LUAD_51N,LUAD_52N,LUAD_53N,LUAD_54N,LUAD_55N,LUAD_56N,LUAD_57N,LUAD_60N,LUAD_61N,LUAD_90N,LUAD_91N
A0A0G2JS06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A1B0GTZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A2R8YCJ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AUZ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AV02,0.0,0.0,0.0,0.0,0.0,0.0,75237885.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48746582.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AV96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,70662628.32,0.0,0,0.0,0.0,121288590.8,0.0,145875667.9,140092960.8,60227946.11,0.0,0.0,0.0,0.0,0.0,123350303.7,130210796.1,0.0,0.0,0.0,0.0,0.0,0,75259600.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AVK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113941023.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AVT1,0.0,0.0,0.0,0.0,95555898.53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,76505736.64,118249481.9,0.0,0.0,0.0,134954160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0FGR8,0.0,0.0,267723649.8,121709406.3,525722292.5,407429514.4,1602425260.0,0.0,0,329241967.8,545089568.4,0.0,162310856.6,117044348.3,117866918,558815519.8,913627073.3,634351854.0,257553122.8,274518835.8,271068921.6,136848492.2,253807125.0,548500000.4,645885260.0,414210435.7,251003995.2,1052782840.0,0.0,261583023.1,141341406.1,0.0,0.0,324670921.4,341322589,245427102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123673459.4,0.0,115378024.5,1362341411.0,589026327.2,110515879.6,248496279.6,0.0,416627549.1,304689026.8,435630717.0,0.0,237315730.6,536174567.1,854160050,130839953.7,0,134173767.6,275364057.0,615987151.0,535595033.2,263685391.0,316536347.2,388158621.7,1044956635.0,534931793.6,305986185.8,848270152.5,0.0,256389089.7,80449115.94,305364085.7,0.0,522957437.7,327140728.4,0.0,254775931.4,0.0
A0FGR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88729907.55,0.0,0.0,0.0,0.0
A0JLT2,0.0,0.0,0.0,0.0,0.0,0.0,120121886.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,120295881.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71587120.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88509688.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115781150,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0JNW5,162507144.6,89931906.2,208372649.8,490255125.2,207765497.0,179845908.6,241302272.0,194646755.6,0,242995735.7,197232876.4,0.0,64663228.32,237253996.6,115354718,112181736.6,364777445.7,118369990.8,128582456.4,138299967.9,274463221.6,0.0,125333812.5,257719050.2,214686684.0,256309023.8,0.0,124090703.7,130392996.1,223753823.1,352225918.3,243254641.2,85187978.99,287035361.0,93150863,159247201.9,178990755.3,138815165.0,258049033.1,0.0,125529708.4,110756578.7,0.0,0.0,0.0,126993532.7,0.0,116190733.2,97791581.81,0.0,0.0,0.0,0.0,104591613.4,0.0,0.0,122682165.3,0.0,117029250,0.0,0,265903325.2,135294448.5,0.0,127862638.3,0.0,0.0,121424673.9,0.0,133618623.4,0.0,121009130.5,125586141.5,0.0,0.0,100996661.9,0.0,0.0,91815742.76,115572977.9,0.0,0.0
A0MZ66,0.0,0.0,104151324.9,0.0,0.0,0.0,96426885.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0,75356736.64,128333181.9,0.0,0.0,285362335.8,137103060.8,0.0,127255912.5,129118575.1,104487792.0,132985911.9,0.0,123615303.7,133891796.1,85182811.56,0.0,117627920.6,0.0,69503120.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72464215.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1A4G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1A4S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,49091892.14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1A5D9,0.0,91866106.2,205041249.8,120382206.3,213843997.0,56570302.87,85289885.97,97034927.79,0,45627283.92,45369392.14,93678213.12,0.0,0.0,114476218,145807373.3,243119663.8,120667890.8,131745056.4,285685535.8,271789321.6,0.0,381311777.5,126187075.1,104080392.0,260243123.8,0.0,126888403.7,0.0,39683355.78,0.0,0.0,0.0,0.0,93837863,157982401.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,83311730.2,0.0,0.0,0.0,0.0,0.0,0.0,57930730.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124682225.7,0.0
A1L020,0.0,89710806.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1L170,0.0,269661212.4,202504849.8,0.0,102616698.5,0.0,95650885.97,192772355.6,0,0.0,0.0,0.0,0.0,0.0,0,149205473.3,238610363.8,257553381.6,127372666.4,0.0,140824360.8,0.0,0.0,254859880.2,0.0,0.0,0.0,0.0,264679392.2,0.0,0.0,238821041.2,0.0,0.0,223310726,0.0,0.0,0.0,0.0,118958790.4,124022708.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106056979.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85480153.43,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,372099721.7,0.0,116764423.4,50565730.97,0.0,0.0,0.0,70570015.94,101724461.9,0.0,92690807.55,0.0,0.0,0.0,0.0
A1L390,274901566.9,90789106.2,685498949.4,0.0,96653698.53,54408302.87,157794071.9,379004411.2,0,103039867.8,223467668.6,166752826.2,0.0,0.0,114969818,64042836.64,0.0,0.0,0.0,133587987.9,0.0,0.0,0.0,253200950.2,0.0,0.0,0.0,244871607.4,261310192.2,0.0,0.0,231217561.2,0.0,334637801.8,0,0.0,0.0,0.0,0.0,123108790.4,0.0,0.0,0.0,216620498.6,0.0,0.0,0.0,115736277.6,0.0,0.0,0.0,0.0,74498749.66,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,135320268.5,0.0,0.0,0.0,0.0,122636673.9,0.0,237072446.8,0.0,0.0,242017323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1X283,0.0,0.0,0.0,0.0,0.0,59662302.87,0.0,0.0,0,92278983.92,76365892.14,83159313.12,160331856.6,0.0,0,0.0,0.0,0.0,0.0,135896767.9,0.0,0.0,0.0,0.0,0.0,0.0,131076097.6,0.0,0.0,88329955.78,117668706.1,0.0,0.0,93033120.35,0,0.0,0.0,0.0,94890344.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105486379.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1YPR0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,133299877.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2A2Y4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40521344.4,96163481.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131555803.7,124478308,0.0,0.0,89211630.2,128652758.3,0.0,0.0,0.0,126327033.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2AJT9,0.0,0.0,0.0,0.0,104866398.5,0.0,0.0,96149527.79,0,0.0,0.0,0.0,0.0,115565948.3,0,0.0,118790281.9,117478800.8,0.0,134612467.9,275693721.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64298120.35,89187063,78069400.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42020344.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229553800,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80505929.89,72579815.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2RRP1,99130822.29,0.0,274855649.8,129719406.3,0.0,55978302.87,91412885.97,127947127.8,134098482,201919967.8,154817892.1,0.0,0.0,130324148.3,0,297998473.2,137557181.9,0.0,131640956.4,0.0,0.0,216830292.2,134448312.5,131049575.1,269758184.0,259732023.8,266195195.2,131448003.7,271472992.2,0.0,130804406.1,152552720.6,0.0,95979120.35,0,0.0,102897627.6,156030765.0,81746244.36,0.0,127425008.4,111211778.7,0.0,0.0,0.0,126566832.7,0.0,208846033.2,0.0,0.0,114752589.8,116686380.7,0.0,0.0,89247258.51,0.0,348554595.9,102618253.4,239132100,0.0,124487908,0.0,0.0,212644060.4,0.0,105466845.5,0.0,0.0,128834633.6,0.0,66985730.97,238931461.0,123072641.5,0.0,97796115.94,0.0,101360883.0,121240107.5,180524185.5,126096877.9,0.0,0.0
A2RU30,0.0,88531606.2,0.0,0.0,0.0,85722405.74,72651335.97,89317927.79,0,46982383.92,39604892.14,0.0,63188508.32,0.0,0,0.0,0.0,0.0,0.0,0.0,270980221.6,58307246.11,0.0,126340275.1,0.0,0.0,0.0,0.0,0.0,0.0,111304106.1,0.0,84755178.99,0.0,0,0.0,0.0,0.0,82388044.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34765044.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42392730.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2RU67,81289822.29,0.0,0.0,0.0,0.0,142904605.7,185936886.0,0.0,0,0.0,86298892.14,0.0,0.0,0.0,0,0.0,131395181.9,128951790.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116580688.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126009933.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2RUS2,0.0,0.0,0.0,0.0,0.0,44766402.87,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122849533.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3KN83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4D1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96631461.88,0.0,0.0,83584942.76,0.0,0.0,0.0
A4D1S0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108563079.6,0.0,101748280.7,0.0,0.0,0.0,0.0,114111065.3,0.0,0,0.0,0,0.0,134841088.5,0.0,0.0,0.0,0.0,127218473.9,123131633.6,0.0,0.0,0.0,0.0,0.0,0.0,120037861.9,0.0,103651107.5,0.0,0.0,0.0,0.0
A4D1S5;Q86YS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4FU49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,230219096.6,0,0.0,0.0,0.0,0.0,0.0,133398150.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401847274.5,431328495.9,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390900797.1,0.0
A4UGR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5A3E0;P0CG38;P0CG39;P60709;P63261;Q6S8J3;Q9BYX7,0.0,0.0,0.0,0.0,0.0,46221702.87,0.0,97235727.79,130481382,47366383.92,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124679112.5,126295975.1,0.0,0.0,0.0,0.0,0.0,0.0,114762206.1,117071520.6,0.0,56776920.35,0,0.0,92387427.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104465579.6,0.0,0.0,153222999.3,0.0,0.0,0.0,0.0,0.0,0,0.0,123982508,0.0,0.0,89511530.2,0.0,0.0,0.0,0.0,0.0,0.0,51435730.97,118540230.5,122845241.5,0.0,75152715.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5A3E0;P0CG38;P60709;P62736;P63267;P63261;P68032;P68133;Q6S8J3,79113822.29,89489606.2,0.0,0.0,0.0,46928102.87,0.0,88551627.79,0,0.0,44057292.14,0.0,64188928.32,0.0,0,0.0,0.0,0.0,0.0,134497467.9,135102460.8,61329646.11,0.0,125910655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117006720.6,0.0,53833120.35,0,0.0,0.0,0.0,82842744.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,133702867.6,135414558.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80197142.76,0.0,0.0,0.0
A5A3E0;P60709;P62736;P63267;P63261;P68032;P68133;Q562R1;Q6S8J3;Q9BYX7,85890822.29,91478206.2,123432824.9,119551106.3,0.0,102417905.7,0.0,0.0,128494882,47572283.92,154974684.2,0.0,0.0,117279248.3,122422918,157601573.3,0.0,117411170.8,131048856.4,0.0,141412160.8,113653146.1,0.0,258674150.2,124893592.0,0.0,129402097.6,132257003.7,261390232.2,0.0,0.0,120343720.6,0.0,0.0,83251663,78683600.94,0.0,0.0,167224588.7,239258080.8,0.0,0.0,105545850.3,136242049.3,0.0,123893132.7,0.0,93833688.8,97665381.81,116996979.6,0.0,0.0,153830849.7,0.0,155587358.5,123569691.5,120487065.3,226467606.8,117626650,0.0,135119908,142911867.6,0.0,157684030.2,133517258.3,220635991.0,0.0,137910273.9,0.0,113454923.4,121532161.9,247015661.0,122295141.5,76117929.89,0.0,0.0,85237583.05,179718915.1,86244942.76,117458777.9,124364675.7,0.0
A5D8V7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123344733.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
